"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"06/2022";"26000 - Ministério da Educação";"26292 - Fundação Joaquim Nabuco";"2.019.609,56";"12.846.121,81";"10.229.178,32";"217.225,94";
"09/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"131.336,49";"58.105,16";"4.973.041,06";"0,00";
"06/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"2.780.913,27";"9.663.227,17";"7.271.846,88";"38.158,03";
"05/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"464.210,20";"7.125.268,65";"7.135.540,56";"55.222,62";
"02/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"1.967.863,50";"7.127.318,82";"7.231.295,67";"124.013,88";
"08/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"- 171.411,56";"7.328.129,00";"7.332.047,68";"56.594,55";
"01/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"85.446.104,72";"7.032.351,14";"2.051.907,11";"5.970.142,34";
"03/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"401.110,41";"7.245.178,07";"7.331.203,21";"1.643.312,35";
"04/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"3.166.977,87";"7.195.632,01";"7.134.265,84";"61.246,03";
"07/2022";"40000 - Ministério do Trabalho";"37201 - Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho";"863.919,57";"7.168.681,58";"9.622.629,45";"279.801,95";
"08/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"2.529.306,48";"6.015.809,24";"7.277.696,75";"359.972,36";
"07/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"4.115.439,81";"8.269.710,71";"8.524.848,90";"242.879,61";
"06/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"1.141.999,43";"8.546.469,86";"7.105.172,17";"5.146.346,01";
"09/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"325.368,96";"797.155,17";"3.981.216,33";"51.200,00";
"04/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"26.854.657,78";"7.630.315,89";"7.726.873,15";"4.432.854,81";
"01/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"54.689.686,99";"4.048.190,85";"759.400,30";"5.058.798,13";
"05/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"889.651,21";"8.139.322,99";"7.850.128,14";"411.040,19";
"03/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"- 29.638,65";"5.269.836,57";"6.431.677,63";"683.139,54";
"02/2022";"54000 - Ministério do Turismo";"20412 - Fundação Nacional de Artes";"8.822.896,76";"6.021.547,12";"4.683.855,31";"2.472.744,46";
"02/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"27.506.638,79";"143.556.717,37";"137.646.166,22";"35.164.112,82";
"06/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"201.067.971,96";"206.469.566,98";"148.072.776,82";"68.002.016,51";
"08/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"55.229.549,34";"151.642.329,34";"151.779.934,25";"32.222.658,74";
"01/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"1.714.078.555,73";"132.142.152,21";"12.474.088,88";"134.263.923,78";
"03/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"12.651.316,41";"144.356.178,34";"146.084.054,37";"33.093.928,62";
"07/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"98.462.468,67";"153.109.231,38";"213.398.125,35";"45.429.349,24";
"04/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"70.851.353,76";"147.654.162,75";"143.930.321,09";"20.899.842,67";
"05/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"9.267.601,09";"151.161.873,80";"155.681.808,26";"32.820.157,07";
"09/2022";"36000 - Ministério da Saúde";"36211 - Fundação Nacional de Saúde ";"5.502.962,51";"3.926.810,19";"123.110.750,04";"13.053.619,50";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"51.627.535,51";"46.893.460,56";"43.938.997,21";"3.293.016,74";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"5.000.595,43";"4.716.137,21";"31.825.578,80";"767.773,48";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"39.841.803,56";"39.380.849,55";"39.742.864,99";"9.953.989,60";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"64.989.251,26";"46.300.274,14";"46.769.675,11";"7.949.279,33";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"143.972.732,31";"29.795.207,63";"4.875.264,31";"36.775.296,65";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"26.668.140,95";"41.159.824,06";"53.209.190,32";"6.042.446,09";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"30.017.582,08";"51.398.131,48";"39.528.181,21";"5.269.958,39";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"74.426.977,86";"39.141.884,80";"40.759.481,91";"15.205.135,95";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30202 - Fundação Nacional do Índio";"19.936.228,65";"38.071.583,04";"35.143.657,90";"8.410.423,33";
"04/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"878.072,78";"83.083,89";"83.083,89";"73.907,48";
"02/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"11.850,00";"3.679,40";"3.679,40";"172.917,94";
"06/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"152.376,20";"459.319,07";"440.371,80";"0,00";
"05/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"555.234,54";"112.195,17";"110.836,41";"28.983,37";
"01/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"0,00";"0,00";"0,00";"545.124,01";
"09/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"11.223,96";"10.339,90";"- 813,23";"0,00";
"03/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"43.800,58";"5.936,84";"5.936,84";"92.829,99";
"07/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"161.470,43";"216.137,65";"215.194,90";"2.514,11";
"08/2022";"30000 - Ministério da Justiça e Segurança Pública";"30205 - Fundação Nacional do Índio - Patrimônio Indígena";"149.370,48";"131.995,91";"151.693,84";"23.215,00";
"05/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"1.453.628.196,25";"1.000.754.074,58";"923.950.730,85";"752.850.889,64";
"02/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"448.520.756,26";"272.191.508,22";"227.973.859,37";"1.299.279.256,08";
"06/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"758.184.295,99";"549.906.864,07";"494.674.489,70";"429.714.427,09";
"07/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"266.470.745,16";"510.483.998,71";"763.597.149,08";"142.988.461,70";
"03/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"557.261.118,61";"550.360.015,74";"324.590.165,12";"354.997.568,23";
"04/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"259.104.936,88";"555.359.951,36";"594.917.531,13";"273.782.356,94";
"09/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"106.632.192,28";"41.789.303,43";"164.618.969,35";"49.981.084,07";
"01/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"2.248.216.588,48";"235.342.428,50";"45.459.137,19";"647.934.940,48";
"08/2022";"36000 - Ministério da Saúde";"36201 - Fundação Oswaldo Cruz";"747.749.901,84";"497.545.249,73";"353.562.941,57";"142.867.896,54";
"09/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"0,00";"342.810,29";"1.386.228,30";"0,00";
"01/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"25.245.822,22";"1.548.144,39";"540.192,10";"1.561.275,09";
"03/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 562.194,25";"1.871.992,73";"1.883.842,09";"3.443,20";
"06/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"19.265,76";"2.440.885,20";"2.045.560,79";"0,00";
"04/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"563.759,81";"2.090.665,81";"2.090.977,84";"10.063,00";
"02/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 50.656,88";"1.910.379,92";"1.899.844,59";"30.281,30";
"08/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"12.262,24";"2.037.841,14";"2.034.995,37";"0,00";
"05/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"- 163.366,80";"2.079.880,62";"2.065.056,43";"8.041,57";
"07/2022";"52000 - Ministério da Defesa";"52222 - Fundação Osório";"626.184,89";"2.161.019,80";"2.533.048,64";"0,00";
"01/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"1.733.950.214,13";"133.594.694,92";"47.288.234,09";"119.910.592,42";
"02/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"7.847.190,66";"133.519.437,32";"134.104.304,45";"16.525.000,40";
"08/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"10.718.211,00";"157.134.428,78";"149.103.654,13";"10.489.014,81";
"09/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"3.369.334,72";"3.805.602,04";"100.353.476,90";"1.536.115,85";
"05/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"39.481.557,82";"148.160.130,75";"149.936.910,56";"23.711.815,14";
"03/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"19.533.505,96";"139.246.488,21";"137.893.153,11";"30.741.569,47";
"04/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"147.913.192,88";"145.755.954,56";"136.490.880,72";"19.756.315,84";
"07/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"28.260.852,19";"155.621.280,88";"193.632.465,16";"11.996.536,56";
"06/2022";"26000 - Ministério da Educação";"26271 - Fundação Universidade de Brasília";"4.505.842,56";"191.751.807,77";"147.381.064,76";"10.491.905,04";
"07/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"37.401.429,17";"66.541.828,90";"86.066.841,53";"2.234.558,28";
"06/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"14.773.615,50";"84.088.909,98";"67.191.495,34";"3.786.991,63";
"01/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"162.296.707,05";"58.297.633,88";"18.208.854,89";"57.129.560,00";
"02/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"493.540.995,22";"58.330.162,06";"58.192.312,83";"7.092.328,26";
"09/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"289.990,98";"671.461,82";"44.546.624,92";"1.442.441,27";
"03/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"11.524.232,12";"64.052.536,26";"61.444.597,48";"9.717.244,44";
"08/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"10.225.959,65";"67.628.723,39";"63.168.640,79";"2.939.933,62";
"05/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"25.392.864,19";"64.257.677,37";"64.643.605,75";"5.379.485,65";
"04/2022";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"26.135.701,90";"63.217.462,05";"61.936.208,37";"3.398.739,36";
"04/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"96.029.555,58";"72.601.114,48";"70.439.085,32";"1.252.954,75";
"02/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"115.361.895,96";"69.427.296,35";"70.656.870,01";"2.834.555,85";
"03/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"4.644.117,44";"71.527.446,31";"72.033.143,68";"3.470.307,96";
"01/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"523.969.439,81";"69.592.059,92";"21.170.197,67";"57.137.025,74";
"08/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"9.102.244,65";"71.566.002,23";"71.730.315,72";"645.429,19";
"07/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"7.262.413,64";"74.434.539,05";"95.295.270,74";"20.807.856,23";
"09/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"483.650,38";"945.487,83";"48.830.577,38";"23.006,70";
"05/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"22.398.212,87";"75.611.879,05";"72.199.087,11";"5.575.345,25";
"06/2022";"26000 - Ministério da Educação";"26272 - Fundação Universidade do Maranhão";"26.244.089,86";"96.247.552,96";"76.790.031,01";"3.486.287,00";
"02/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"3.791.425,04";"20.262.055,89";"20.269.919,15";"2.524.224,21";
"03/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"1.917.477,73";"20.836.040,14";"20.566.498,04";"3.308.680,46";
"06/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"8.455.951,76";"28.713.825,36";"21.760.303,43";"1.313.386,23";
"05/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"8.272.344,22";"22.519.112,71";"21.941.698,00";"1.959.797,27";
"08/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"3.871.162,47";"22.308.117,42";"22.895.296,81";"819.967,06";
"01/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"259.177.665,41";"20.229.679,49";"6.926.669,18";"19.205.660,29";
"09/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"2.481.338,51";"779.653,09";"14.180.570,90";"499.325,12";
"04/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"8.626.800,47";"20.813.094,30";"20.853.857,27";"2.357.026,16";
"07/2022";"26000 - Ministério da Educação";"26350 - Fundação Universidade Federal da Grande Dourados";"1.518.429,99";"23.039.022,55";"28.942.620,93";"1.296.986,62";
"04/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"30.193.720,57";"13.163.325,81";"13.064.862,45";"1.700.803,39";
"03/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"4.562.044,09";"12.845.300,94";"12.913.537,61";"6.218.460,69";
"05/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"2.754.269,95";"13.222.912,23";"12.958.893,01";"1.358.811,68";
"02/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"2.742.924,25";"12.871.053,56";"12.607.980,34";"2.207.322,91";
"08/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"19.599.390,00";"15.290.979,83";"13.802.395,00";"308.647,61";
"01/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"128.617.819,58";"12.578.931,38";"3.842.826,32";"9.697.565,01";
"07/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"- 11.068.646,36";"14.292.451,99";"17.323.540,40";"747.956,88";
"06/2022";"26000 - Ministério da Educação";"26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre";"3.173.851,31";"16.783.177,54";"13.534.414,69";"1.304.265,69";
